epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1431.26,0.84885,0.38226,0.8382,0.86763,0.82423,0.85069,0.37138,2.0439,0.76048,1.14545,4.76207e-05,4.76207e-05,4.76207e-05
23,1496.01,0.84603,0.37941,0.84033,0.85541,0.81123,0.8427,0.37284,2.05092,0.76607,1.14866,4.73928e-05,4.73928e-05,4.73928e-05
24,1560.94,0.84634,0.37893,0.84059,0.86025,0.8206,0.8471,0.37427,2.03825,0.75614,1.14644,4.71551e-05,4.71551e-05,4.71551e-05
25,1625.73,0.84494,0.38007,0.83859,0.86678,0.82169,0.8542,0.37721,2.02596,0.75552,1.14006,4.69077e-05,4.69077e-05,4.69077e-05
26,1691,0.84039,0.3762,0.83799,0.87351,0.8271,0.85747,0.37745,2.02819,0.75251,1.13862,4.66507e-05,4.66507e-05,4.66507e-05
27,1755.8,0.83524,0.37591,0.83743,0.87175,0.82157,0.856,0.37868,2.02856,0.75061,1.14135,4.63841e-05,4.63841e-05,4.63841e-05
28,1820.71,0.83311,0.3743,0.83568,0.87504,0.81984,0.85458,0.37704,2.03562,0.75875,1.14557,4.61082e-05,4.61082e-05,4.61082e-05
29,1885.39,0.83083,0.37582,0.83529,0.86718,0.8245,0.85498,0.37666,2.03442,0.75272,1.14285,4.58231e-05,4.58231e-05,4.58231e-05
30,1950.14,0.82473,0.37432,0.83297,0.86317,0.82401,0.85183,0.37436,2.03802,0.75286,1.1459,4.55288e-05,4.55288e-05,4.55288e-05
31,2015.08,0.82563,0.37281,0.83381,0.87304,0.82739,0.85725,0.37653,2.04149,0.75699,1.14608,4.52254e-05,4.52254e-05,4.52254e-05
32,2079.41,0.82074,0.37232,0.83518,0.86895,0.82276,0.85375,0.3784,2.03444,0.75451,1.14359,4.49133e-05,4.49133e-05,4.49133e-05
33,2144.04,0.82168,0.37131,0.83288,0.86668,0.82222,0.85226,0.37731,2.03553,0.74966,1.14438,4.45924e-05,4.45924e-05,4.45924e-05
34,2208.94,0.81666,0.36907,0.83076,0.87444,0.82547,0.85792,0.37781,2.0249,0.74497,1.14239,4.42629e-05,4.42629e-05,4.42629e-05
35,2273.88,0.81825,0.37028,0.83464,0.87998,0.82655,0.85928,0.37645,2.03042,0.74508,1.14345,4.39249e-05,4.39249e-05,4.39249e-05
36,2338.82,0.81441,0.36794,0.83286,0.86855,0.82727,0.85612,0.37757,2.03026,0.74757,1.14584,4.35787e-05,4.35787e-05,4.35787e-05
37,2403.8,0.81276,0.3693,0.83134,0.87728,0.82927,0.8617,0.37775,2.02581,0.74838,1.14511,4.32242e-05,4.32242e-05,4.32242e-05
38,2468.37,0.81047,0.36646,0.83308,0.87218,0.82602,0.85665,0.37734,2.03246,0.7489,1.14511,4.28619e-05,4.28619e-05,4.28619e-05
39,2532.94,0.81125,0.36756,0.83301,0.86752,0.82694,0.85472,0.37655,2.03074,0.74861,1.14399,4.24916e-05,4.24916e-05,4.24916e-05
40,2597.3,0.80184,0.36612,0.82946,0.86828,0.82534,0.85345,0.37624,2.03265,0.74929,1.14509,4.21137e-05,4.21137e-05,4.21137e-05
41,2661.85,0.80293,0.36418,0.83232,0.86548,0.82656,0.85492,0.37498,2.036,0.75137,1.14632,4.17283e-05,4.17283e-05,4.17283e-05
42,2726.62,0.79985,0.36401,0.82952,0.86272,0.82602,0.85052,0.37628,2.03589,0.7497,1.1484,4.13356e-05,4.13356e-05,4.13356e-05
43,2791.37,0.79633,0.362,0.83005,0.86478,0.82493,0.85082,0.37568,2.0334,0.74994,1.14938,4.09356e-05,4.09356e-05,4.09356e-05
44,2856.26,0.79399,0.3617,0.8291,0.86333,0.8206,0.85215,0.37712,2.03262,0.74989,1.14987,4.05287e-05,4.05287e-05,4.05287e-05
45,2920.99,0.79683,0.3614,0.8312,0.8605,0.82764,0.85362,0.37624,2.03586,0.74924,1.15179,4.0115e-05,4.0115e-05,4.0115e-05
46,2985.79,0.79328,0.35925,0.82628,0.86774,0.82764,0.85696,0.37666,2.03623,0.7485,1.15278,3.96947e-05,3.96947e-05,3.96947e-05
47,3050.5,0.79028,0.36056,0.82543,0.86293,0.82818,0.85408,0.37658,2.03608,0.74816,1.15328,3.92679e-05,3.92679e-05,3.92679e-05
48,3115.18,0.78673,0.36014,0.82583,0.86182,0.8271,0.85192,0.37578,2.03527,0.74689,1.152,3.88348e-05,3.88348e-05,3.88348e-05
49,3179.93,0.78534,0.35924,0.82503,0.86331,0.82818,0.85223,0.37668,2.03458,0.74684,1.15149,3.83957e-05,3.83957e-05,3.83957e-05
50,3244.98,0.78317,0.35814,0.82642,0.86371,0.82873,0.85553,0.37598,2.03598,0.74751,1.15194,3.79507e-05,3.79507e-05,3.79507e-05
51,3309.74,0.78009,0.35736,0.82488,0.86528,0.82849,0.85597,0.37736,2.03559,0.74645,1.15183,3.75001e-05,3.75001e-05,3.75001e-05
52,3374.7,0.7862,0.35848,0.82667,0.8668,0.8271,0.85696,0.3774,2.03463,0.74624,1.15233,3.70439e-05,3.70439e-05,3.70439e-05
53,3439.49,0.78226,0.35533,0.82741,0.86642,0.82764,0.85504,0.37782,2.03604,0.7468,1.15312,3.65825e-05,3.65825e-05,3.65825e-05
54,3504.01,0.77692,0.35467,0.82545,0.86727,0.82818,0.85669,0.37728,2.03639,0.74643,1.15382,3.61159e-05,3.61159e-05,3.61159e-05
55,3569.02,0.7728,0.35481,0.82625,0.86668,0.8271,0.85818,0.37751,2.03563,0.74646,1.1536,3.56446e-05,3.56446e-05,3.56446e-05
56,3634.01,0.77127,0.35465,0.82523,0.86697,0.82818,0.85845,0.37754,2.03633,0.74724,1.15385,3.51685e-05,3.51685e-05,3.51685e-05
57,3698.98,0.77508,0.35539,0.8232,0.8661,0.82736,0.85675,0.37691,2.03753,0.7473,1.1543,3.4688e-05,3.4688e-05,3.4688e-05
58,3763.88,0.76961,0.35276,0.82518,0.86602,0.82681,0.85644,0.37764,2.03668,0.74697,1.15427,3.42032e-05,3.42032e-05,3.42032e-05
59,3828.47,0.76845,0.35238,0.82435,0.86485,0.82439,0.85422,0.37735,2.03655,0.7461,1.15441,3.37144e-05,3.37144e-05,3.37144e-05
60,3893.37,0.76638,0.35124,0.8239,0.86281,0.82439,0.85393,0.37717,2.03677,0.74658,1.15493,3.32218e-05,3.32218e-05,3.32218e-05
61,3958.07,0.76583,0.35304,0.8227,0.86391,0.82602,0.85634,0.37707,2.03739,0.74603,1.15545,3.27255e-05,3.27255e-05,3.27255e-05
62,4022.77,0.76344,0.35077,0.82201,0.86606,0.82709,0.85818,0.37742,2.03685,0.74486,1.15495,3.22259e-05,3.22259e-05,3.22259e-05
63,4087.22,0.7609,0.34942,0.82227,0.86294,0.82581,0.85651,0.37716,2.03637,0.74479,1.15472,3.17231e-05,3.17231e-05,3.17231e-05
64,4152.2,0.75838,0.3492,0.82166,0.86479,0.82331,0.85626,0.3768,2.037,0.7453,1.15509,3.12173e-05,3.12173e-05,3.12173e-05
65,4216.9,0.75578,0.34882,0.82094,0.86714,0.82602,0.85782,0.37729,2.03768,0.74584,1.15562,3.07089e-05,3.07089e-05,3.07089e-05
66,4281.67,0.75983,0.34822,0.82194,0.86661,0.82385,0.85739,0.37681,2.03765,0.74673,1.15564,3.01979e-05,3.01979e-05,3.01979e-05
67,4346.43,0.75408,0.34656,0.82046,0.86715,0.82435,0.85583,0.3768,2.03824,0.74774,1.15575,2.96846e-05,2.96846e-05,2.96846e-05
68,4410.79,0.75403,0.34711,0.82037,0.86779,0.82547,0.85604,0.37639,2.03926,0.74717,1.15615,2.91693e-05,2.91693e-05,2.91693e-05
69,4475.77,0.7524,0.34786,0.81982,0.86827,0.82527,0.85565,0.37713,2.03962,0.74741,1.15667,2.86522e-05,2.86522e-05,2.86522e-05
70,4540.26,0.74896,0.34496,0.82108,0.86786,0.82493,0.85629,0.37672,2.04036,0.74762,1.15731,2.81334e-05,2.81334e-05,2.81334e-05
71,4605.55,0.74832,0.34541,0.81986,0.86765,0.82432,0.85552,0.37684,2.03927,0.74733,1.1575,2.76133e-05,2.76133e-05,2.76133e-05
72,4670,0.75083,0.34648,0.82127,0.86872,0.82602,0.8565,0.37663,2.03924,0.74752,1.15776,2.70921e-05,2.70921e-05,2.70921e-05
73,4734.83,0.74538,0.34304,0.81983,0.86838,0.82604,0.85655,0.37724,2.03938,0.74705,1.15795,2.65699e-05,2.65699e-05,2.65699e-05
74,4799.72,0.74691,0.34415,0.81927,0.86898,0.82678,0.8566,0.37761,2.03968,0.74736,1.15828,2.6047e-05,2.6047e-05,2.6047e-05
75,4864.54,0.747,0.34356,0.81853,0.86954,0.82731,0.85689,0.37701,2.04005,0.74681,1.15846,2.55237e-05,2.55237e-05,2.55237e-05
76,4929.51,0.74006,0.34287,0.81928,0.86952,0.82717,0.85719,0.37688,2.04094,0.74746,1.15886,2.50001e-05,2.50001e-05,2.50001e-05
77,4994.46,0.73783,0.34129,0.81829,0.87015,0.8271,0.85901,0.37698,2.04168,0.74781,1.15943,2.44766e-05,2.44766e-05,2.44766e-05
78,5059.15,0.73829,0.34156,0.81826,0.87098,0.8271,0.85925,0.37709,2.04144,0.74687,1.15971,2.39532e-05,2.39532e-05,2.39532e-05
79,5123.9,0.7393,0.34241,0.8214,0.87139,0.82818,0.86015,0.37803,2.04255,0.74762,1.16011,2.34304e-05,2.34304e-05,2.34304e-05
80,5188.48,0.73453,0.34,0.81669,0.87173,0.82818,0.85996,0.37844,2.04226,0.74727,1.15989,2.29082e-05,2.29082e-05,2.29082e-05
81,5253.28,0.73363,0.3405,0.81829,0.87204,0.82818,0.86018,0.37887,2.04343,0.74689,1.16012,2.23869e-05,2.23869e-05,2.23869e-05
82,5318.11,0.73647,0.34015,0.81775,0.87216,0.82764,0.85997,0.37908,2.0436,0.74731,1.16015,2.18668e-05,2.18668e-05,2.18668e-05
83,5382.85,0.7285,0.33785,0.81816,0.87254,0.82764,0.85985,0.37882,2.04423,0.74717,1.16046,2.13481e-05,2.13481e-05,2.13481e-05
84,5447.84,0.73291,0.33901,0.81761,0.87347,0.82873,0.86116,0.37864,2.04414,0.74664,1.1606,2.08309e-05,2.08309e-05,2.08309e-05
85,5512.64,0.7279,0.33889,0.81571,0.87192,0.82873,0.86138,0.37904,2.04586,0.74763,1.16119,2.03156e-05,2.03156e-05,2.03156e-05
86,5577.32,0.73132,0.33965,0.81534,0.87188,0.82818,0.86096,0.37815,2.04703,0.74741,1.16137,1.98024e-05,1.98024e-05,1.98024e-05
87,5642.4,0.729,0.33935,0.81432,0.8721,0.82787,0.86103,0.378,2.04686,0.74789,1.16155,1.92914e-05,1.92914e-05,1.92914e-05
88,5707.32,0.73058,0.33893,0.81779,0.87227,0.82764,0.86073,0.37853,2.04759,0.74722,1.16189,1.87829e-05,1.87829e-05,1.87829e-05
89,5771.82,0.72878,0.33887,0.81654,0.87279,0.82764,0.86144,0.378,2.04717,0.74746,1.16183,1.82772e-05,1.82772e-05,1.82772e-05
90,5836.91,0.72574,0.33744,0.8174,0.87216,0.8271,0.86064,0.37815,2.04785,0.74766,1.16207,1.77744e-05,1.77744e-05,1.77744e-05
91,5901.55,0.72376,0.33628,0.8159,0.87101,0.82602,0.85994,0.37778,2.04698,0.74742,1.16221,1.72747e-05,1.72747e-05,1.72747e-05
92,5966.59,0.72296,0.3376,0.81324,0.87038,0.82547,0.85955,0.3775,2.04847,0.7479,1.16294,1.67785e-05,1.67785e-05,1.67785e-05
93,6031.4,0.72533,0.33683,0.81518,0.87082,0.82547,0.86016,0.37719,2.04845,0.7482,1.16287,1.62859e-05,1.62859e-05,1.62859e-05
94,6096.32,0.72502,0.33722,0.81755,0.87137,0.82602,0.86048,0.37703,2.0487,0.74817,1.16331,1.57971e-05,1.57971e-05,1.57971e-05
95,6161.3,0.71706,0.33397,0.81442,0.87138,0.82547,0.85981,0.37687,2.04921,0.74813,1.16365,1.53123e-05,1.53123e-05,1.53123e-05
96,6226.3,0.71775,0.33452,0.81337,0.8707,0.82493,0.85822,0.37706,2.04948,0.74798,1.16405,1.48318e-05,1.48318e-05,1.48318e-05
97,6290.9,0.71552,0.33401,0.81596,0.87127,0.82547,0.85852,0.37644,2.05005,0.74828,1.16432,1.43557e-05,1.43557e-05,1.43557e-05
98,6355.43,0.72005,0.33491,0.81581,0.87128,0.82548,0.85881,0.37711,2.04991,0.7476,1.16476,1.38843e-05,1.38843e-05,1.38843e-05
99,6420.14,0.71604,0.33298,0.81402,0.86995,0.82547,0.85835,0.37674,2.05071,0.74796,1.16489,1.34178e-05,1.34178e-05,1.34178e-05
100,6484.81,0.71255,0.33166,0.81442,0.86859,0.82547,0.85792,0.37645,2.05065,0.74845,1.16531,1.29563e-05,1.29563e-05,1.29563e-05
101,6549.55,0.71838,0.33422,0.81381,0.86617,0.82873,0.85841,0.37712,2.0501,0.74794,1.16578,1.25002e-05,1.25002e-05,1.25002e-05
102,6614.44,0.71231,0.33274,0.81516,0.86617,0.82873,0.85856,0.37703,2.05034,0.74768,1.16609,1.20495e-05,1.20495e-05,1.20495e-05
103,6679.03,0.7145,0.33336,0.81448,0.86586,0.82916,0.8587,0.37722,2.04967,0.74719,1.1662,1.16045e-05,1.16045e-05,1.16045e-05
104,6743.78,0.71337,0.33162,0.81375,0.8656,0.82981,0.85864,0.37714,2.04997,0.74614,1.16635,1.11654e-05,1.11654e-05,1.11654e-05
105,6808.58,0.71395,0.33084,0.81519,0.86526,0.82835,0.85796,0.37738,2.05108,0.74646,1.16677,1.07324e-05,1.07324e-05,1.07324e-05
106,6873.03,0.70945,0.33181,0.8138,0.86617,0.82927,0.85868,0.37848,2.05066,0.7464,1.16673,1.03056e-05,1.03056e-05,1.03056e-05
107,6937.62,0.71565,0.33374,0.81264,0.86468,0.82873,0.85851,0.37859,2.05114,0.7473,1.16729,9.88522e-06,9.88522e-06,9.88522e-06
108,7002.42,0.70984,0.33314,0.8117,0.86532,0.82981,0.85921,0.37875,2.05052,0.74703,1.16742,9.47151e-06,9.47151e-06,9.47151e-06
109,7067.47,0.71052,0.33154,0.815,0.86281,0.82834,0.85777,0.37813,2.05069,0.74683,1.16714,9.0646e-06,9.0646e-06,9.0646e-06
110,7132.17,0.71562,0.33167,0.81402,0.87542,0.82267,0.85906,0.37868,2.05033,0.74682,1.16743,8.66469e-06,8.66469e-06,8.66469e-06
111,7196.98,0.70628,0.3295,0.81209,0.86721,0.82827,0.85881,0.37827,2.05029,0.74654,1.16741,8.27194e-06,8.27194e-06,8.27194e-06
112,7261.48,0.70802,0.33072,0.812,0.8663,0.83035,0.85954,0.3781,2.05051,0.74593,1.16756,7.88653e-06,7.88653e-06,7.88653e-06
113,7326.26,0.70925,0.33266,0.81329,0.86571,0.82927,0.85895,0.37762,2.05081,0.74602,1.16806,7.50863e-06,7.50863e-06,7.50863e-06
114,7391.3,0.70825,0.33096,0.8121,0.87214,0.82443,0.85917,0.37777,2.05041,0.74674,1.16806,7.1384e-06,7.1384e-06,7.1384e-06
115,7455.82,0.7084,0.3311,0.81347,0.87207,0.82385,0.85918,0.37788,2.05169,0.74541,1.16832,6.776e-06,6.776e-06,6.776e-06
116,7520.71,0.71126,0.33057,0.81425,0.87322,0.82501,0.85967,0.37831,2.05154,0.74534,1.16838,6.4216e-06,6.4216e-06,6.4216e-06
117,7585.7,0.71076,0.33146,0.81313,0.87287,0.82615,0.85973,0.37762,2.05137,0.74537,1.16841,6.07534e-06,6.07534e-06,6.07534e-06
118,7650.54,0.71005,0.32958,0.81313,0.87315,0.82602,0.85972,0.37721,2.05166,0.74574,1.16845,5.73739e-06,5.73739e-06,5.73739e-06
119,7715.03,0.70575,0.3297,0.81241,0.86917,0.82819,0.85954,0.37722,2.05239,0.74498,1.16849,5.40789e-06,5.40789e-06,5.40789e-06
120,7779.63,0.71166,0.3319,0.81396,0.87292,0.82649,0.85978,0.37759,2.05156,0.74567,1.16849,5.08698e-06,5.08698e-06,5.08698e-06
121,7844.56,0.70997,0.33139,0.81443,0.86769,0.83171,0.85999,0.37765,2.05266,0.74673,1.16876,4.7748e-06,4.7748e-06,4.7748e-06
122,7908.98,0.70691,0.32938,0.81198,0.86715,0.83139,0.85948,0.37755,2.05278,0.74677,1.16876,4.4715e-06,4.4715e-06,4.4715e-06
123,7973.97,0.70989,0.33179,0.81201,0.87011,0.82656,0.85867,0.37748,2.05298,0.74679,1.16862,4.1772e-06,4.1772e-06,4.1772e-06
124,8038.62,0.70657,0.33042,0.812,0.86798,0.83306,0.86045,0.37747,2.05398,0.74626,1.16885,3.89203e-06,3.89203e-06,3.89203e-06
125,8103.47,0.70281,0.32981,0.81191,0.86675,0.83201,0.85936,0.37758,2.05384,0.74623,1.16928,3.61613e-06,3.61613e-06,3.61613e-06
126,8168.54,0.70792,0.33166,0.81355,0.87143,0.82764,0.85999,0.3779,2.05386,0.74673,1.16964,3.3496e-06,3.3496e-06,3.3496e-06
127,8233.32,0.70691,0.32881,0.81453,0.87423,0.82656,0.85973,0.37775,2.05477,0.74626,1.16962,3.09257e-06,3.09257e-06,3.09257e-06
128,8297.98,0.7021,0.3286,0.81205,0.87353,0.82656,0.85985,0.37787,2.05486,0.74644,1.17005,2.84515e-06,2.84515e-06,2.84515e-06
129,8362.98,0.70695,0.32798,0.81456,0.86725,0.83415,0.86007,0.37771,2.05499,0.74771,1.17024,2.60744e-06,2.60744e-06,2.60744e-06
130,8427.89,0.70327,0.32999,0.81348,0.86571,0.83252,0.85779,0.37745,2.05609,0.74739,1.17024,2.37956e-06,2.37956e-06,2.37956e-06
131,8492.43,0.70284,0.32858,0.80998,0.86578,0.83252,0.85847,0.37713,2.05667,0.74759,1.17046,2.1616e-06,2.1616e-06,2.1616e-06
132,8557.17,0.70333,0.32883,0.81173,0.8658,0.83252,0.85774,0.37751,2.05681,0.74706,1.17081,1.95366e-06,1.95366e-06,1.95366e-06
133,8622.29,0.70159,0.32951,0.81254,0.86912,0.82424,0.85608,0.37749,2.05695,0.74714,1.17072,1.75583e-06,1.75583e-06,1.75583e-06
134,8687.22,0.70181,0.32798,0.81341,0.8686,0.82406,0.85536,0.37722,2.05754,0.74755,1.17068,1.56819e-06,1.56819e-06,1.56819e-06
135,8751.96,0.69914,0.32749,0.8121,0.86693,0.82927,0.85683,0.37732,2.05721,0.7473,1.17075,1.39083e-06,1.39083e-06,1.39083e-06
136,8816.44,0.70254,0.32846,0.81015,0.8675,0.82981,0.85721,0.37687,2.05739,0.74803,1.17095,1.22383e-06,1.22383e-06,1.22383e-06
137,8881.36,0.70391,0.32861,0.81189,0.8669,0.82927,0.8575,0.37718,2.05769,0.74774,1.17088,1.06726e-06,1.06726e-06,1.06726e-06
138,8946.05,0.70198,0.32982,0.81054,0.86633,0.82873,0.85683,0.37667,2.05761,0.74765,1.1711,9.21181e-07,9.21181e-07,9.21181e-07
139,9010.92,0.70127,0.32798,0.8112,0.86589,0.82764,0.85585,0.37669,2.05754,0.74749,1.17084,7.85667e-07,7.85667e-07,7.85667e-07
140,9075.73,0.70332,0.32984,0.81188,0.86521,0.82805,0.85571,0.37644,2.05744,0.74789,1.17068,6.60774e-07,6.60774e-07,6.60774e-07
141,9140.91,0.70539,0.3301,0.80989,0.86554,0.82656,0.85594,0.37639,2.05706,0.74805,1.17078,5.46557e-07,5.46557e-07,5.46557e-07
142,9205.89,0.70524,0.32838,0.81251,0.8666,0.8271,0.85625,0.37641,2.05709,0.7476,1.17073,4.43067e-07,4.43067e-07,4.43067e-07
143,9270.83,0.7017,0.32757,0.8114,0.86685,0.82656,0.85562,0.37596,2.05681,0.74802,1.17074,3.50347e-07,3.50347e-07,3.50347e-07
144,9335.67,0.70178,0.32886,0.81206,0.86871,0.82439,0.8553,0.3763,2.05683,0.74759,1.17089,2.6844e-07,2.6844e-07,2.6844e-07
145,9400.5,0.70234,0.3298,0.8129,0.86904,0.82439,0.85573,0.37601,2.05646,0.74769,1.17091,1.97381e-07,1.97381e-07,1.97381e-07
146,9465.44,0.70079,0.3283,0.81049,0.86854,0.82439,0.85547,0.37581,2.05593,0.74776,1.17096,1.37202e-07,1.37202e-07,1.37202e-07
147,9530.02,0.70061,0.32886,0.8114,0.86871,0.82439,0.85541,0.37575,2.05631,0.74718,1.17104,8.79281e-08,8.79281e-08,8.79281e-08
148,9594.75,0.69878,0.32772,0.81033,0.86603,0.8269,0.85561,0.37548,2.05664,0.74711,1.1711,4.95815e-08,4.95815e-08,4.95815e-08
149,9659.59,0.70047,0.32706,0.81233,0.86719,0.82764,0.8564,0.37565,2.05689,0.74753,1.17112,2.21791e-08,2.21791e-08,2.21791e-08
150,9724.53,0.7041,0.32903,0.81128,0.86746,0.82764,0.85672,0.37573,2.05679,0.74786,1.17122,5.73289e-09,5.73289e-09,5.73289e-09
