epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,8445.28,0.81895,0.36963,0.828,0.85198,0.81112,0.84152,0.36656,2.05409,0.76145,1.15982,1.90542e-05,1.90542e-05,1.90542e-05
177,8493.26,0.81539,0.37139,0.82639,0.84971,0.81513,0.84265,0.36702,2.0536,0.76138,1.16045,1.758e-05,1.758e-05,1.758e-05
178,8541.34,0.81195,0.36847,0.82592,0.84794,0.81306,0.84217,0.36706,2.05497,0.76195,1.16109,1.61632e-05,1.61632e-05,1.61632e-05
179,8589.27,0.81376,0.37009,0.82524,0.8481,0.81405,0.84196,0.36698,2.05465,0.76128,1.16151,1.48041e-05,1.48041e-05,1.48041e-05
180,8637.2,0.81721,0.37042,0.82734,0.85094,0.81301,0.84384,0.3668,2.05679,0.76117,1.16214,1.3503e-05,1.3503e-05,1.3503e-05
181,8685.26,0.81342,0.36876,0.8257,0.84975,0.81355,0.84452,0.36666,2.05633,0.75958,1.16279,1.22603e-05,1.22603e-05,1.22603e-05
182,8733.18,0.81697,0.36934,0.82508,0.85126,0.81409,0.84492,0.36687,2.05628,0.76111,1.16298,1.10762e-05,1.10762e-05,1.10762e-05
183,8781.31,0.8092,0.36762,0.82455,0.85092,0.81247,0.84296,0.36692,2.0563,0.76137,1.16331,9.95108e-06,9.95108e-06,9.95108e-06
184,8829.33,0.8104,0.3682,0.82373,0.85088,0.81138,0.84264,0.36685,2.05731,0.76046,1.16386,8.8852e-06,8.8852e-06,8.8852e-06
185,8877.34,0.81177,0.3674,0.82699,0.84806,0.81084,0.84174,0.3663,2.05777,0.76071,1.16412,7.87882e-06,7.87882e-06,7.87882e-06
186,8925.18,0.81182,0.36814,0.8267,0.84885,0.81247,0.84257,0.36688,2.05765,0.7608,1.16455,6.93217e-06,6.93217e-06,6.93217e-06
187,8973.35,0.81238,0.3685,0.82685,0.84631,0.81181,0.84036,0.36701,2.05861,0.76131,1.16511,6.04551e-06,6.04551e-06,6.04551e-06
188,9021.25,0.81145,0.36875,0.82557,0.84603,0.81192,0.8399,0.3667,2.05899,0.76124,1.16534,5.21904e-06,5.21904e-06,5.21904e-06
189,9069.34,0.81333,0.36912,0.82591,0.84623,0.81247,0.84056,0.36691,2.05863,0.76095,1.16573,4.45297e-06,4.45297e-06,4.45297e-06
190,9117.23,0.80865,0.36677,0.82441,0.84628,0.81247,0.84114,0.36645,2.05975,0.76088,1.16604,3.74748e-06,3.74748e-06,3.74748e-06
191,9165.51,0.80842,0.36785,0.82494,0.84683,0.81192,0.83961,0.36649,2.06061,0.76026,1.16642,3.10276e-06,3.10276e-06,3.10276e-06
192,9213.62,0.80981,0.36784,0.82503,0.84749,0.81301,0.84065,0.36626,2.06057,0.76112,1.16668,2.51896e-06,2.51896e-06,2.51896e-06
193,9261.78,0.80917,0.36692,0.82548,0.84906,0.81405,0.84192,0.36648,2.06077,0.7614,1.16723,1.99623e-06,1.99623e-06,1.99623e-06
194,9309.93,0.812,0.3677,0.82512,0.84822,0.81463,0.84222,0.36666,2.06073,0.76214,1.16754,1.53469e-06,1.53469e-06,1.53469e-06
195,9358.08,0.81266,0.3681,0.82526,0.84765,0.81409,0.84088,0.36626,2.06154,0.76225,1.16789,1.13445e-06,1.13445e-06,1.13445e-06
196,9406,0.81138,0.36797,0.82604,0.84825,0.81409,0.84158,0.3664,2.06105,0.76217,1.16819,7.95628e-07,7.95628e-07,7.95628e-07
197,9453.86,0.80846,0.36598,0.82524,0.8489,0.81409,0.84163,0.36654,2.0615,0.76244,1.16876,5.18293e-07,5.18293e-07,5.18293e-07
198,9501.84,0.81256,0.36743,0.82471,0.85011,0.8146,0.84198,0.36618,2.0607,0.76151,1.16881,3.02517e-07,3.02517e-07,3.02517e-07
199,9549.91,0.80999,0.36687,0.82668,0.84961,0.81449,0.84195,0.36562,2.06265,0.76261,1.16942,1.48354e-07,1.48354e-07,1.48354e-07
200,9597.92,0.80979,0.36754,0.82504,0.84926,0.81409,0.84106,0.36595,2.06217,0.76242,1.16967,5.58403e-08,5.58403e-08,5.58403e-08
